,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
2018-01-22,09 - 10,510.2,451.22,451.22,451.22,451.22,688.63,451.22,451.22,451.22,451.22,451.22,451.22,451.22,324.11,688.63,688.63,688.63
2018-01-22,10 - 11,489.07,442.18,442.18,442.18,442.18,668.28,442.18,442.18,442.18,442.18,442.18,442.18,442.18,321.75,668.28,668.28,668.28
2018-01-22,11 - 12,509.91,475.7,475.7,475.7,475.7,688.23,460.46,475.7,460.46,460.46,460.46,475.7,475.7,334.53,688.23,688.23,688.23
2018-01-22,12 - 13,509.91,462.03,462.03,462.03,462.03,588.26,447.29,462.03,447.29,447.29,447.29,462.03,462.03,332.17,588.26,588.26,588.26
2018-01-22,13 - 14,515.9,465.87,465.87,465.87,465.87,689.02,450.93,465.87,450.93,450.93,450.93,465.87,465.87,332.17,689.02,689.02,689.02
2018-01-22,14 - 15,503.32,455.55,455.55,455.55,455.55,541.56,440.9,455.55,440.9,440.9,440.9,455.55,455.55,331.58,541.56,541.56,541.56
2018-01-22,15 - 16,488.38,431.95,431.95,431.95,431.95,688.33,431.95,431.95,418.19,418.19,418.19,431.95,431.95,315.76,688.33,688.33,688.33
2018-01-22,16 - 17,497.42,432.44,432.44,432.44,432.44,688.72,429.1,432.44,415.34,415.34,415.34,432.44,432.44,308.97,688.72,688.72,688.72
2018-01-22,17 - 18,516.4,498.6,498.6,498.6,498.6,670.93,486.61,498.6,486.61,486.61,486.61,498.6,498.6,306.12,670.93,670.93,670.93
2018-01-22,18 - 19,482.58,501.36,501.36,501.36,501.36,508.53,501.36,501.36,485.33,485.33,485.33,501.36,501.36,307.5,508.53,508.53,508.53
2018-01-22,19 - 20,471.86,472.36,472.36,472.36,472.36,472.36,472.36,472.36,457.22,457.22,457.22,457.22,457.22,314.97,472.36,472.36,472.36
2018-01-22,20 - 21,420.25,420.94,420.94,420.94,420.94,420.94,420.94,420.94,407.47,407.47,407.47,407.47,407.47,309.07,420.94,420.94,420.94
2018-01-22,21 - 22,368.64,383.29,383.29,383.29,383.29,383.29,383.29,383.29,371.0,371.0,371.0,371.0,371.0,317.13,390.37,390.37,390.37
2018-01-22,22 - 23,344.76,355.86,355.86,355.86,355.86,355.86,355.86,355.86,355.86,355.86,355.86,355.86,355.86,309.66,348.79,348.79,348.79
2018-01-22,23 - 00,325.0,329.32,329.32,329.32,329.32,329.32,329.32,329.32,329.32,329.32,329.32,329.32,329.32,297.27,329.32,329.32,329.32
2018-01-23,00 - 01,324.45,328.29,328.29,328.29,328.29,328.29,328.29,328.29,321.31,321.31,321.31,321.31,321.31,296.23,328.29,328.29,328.29
2018-01-23,01 - 02,310.98,312.16,312.16,312.16,312.16,312.16,312.16,312.16,309.6,309.6,309.6,309.6,309.6,295.05,312.16,312.16,312.16
2018-01-23,02 - 03,303.01,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,294.65,302.72,302.72,302.72
2018-01-23,03 - 04,299.67,298.78,298.78,298.78,298.78,298.78,298.78,298.78,298.78,298.78,298.78,298.78,298.78,294.46,298.78,298.78,298.78
2018-01-23,04 - 05,304.98,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,294.56,304.59,304.59,304.59
2018-01-23,05 - 06,328.09,319.44,319.44,319.44,319.44,541.51,319.44,319.44,312.85,312.85,312.85,312.85,312.85,296.03,541.51,541.51,541.51
2018-01-23,06 - 07,419.75,383.95,383.95,383.95,383.95,1473.46,388.38,388.38,338.52,338.52,338.52,338.52,338.52,298.78,1473.46,1473.46,1473.46
2018-01-23,07 - 08,735.85,481.22,481.22,481.22,481.22,1967.18,476.8,481.22,465.78,465.78,465.78,465.78,465.78,336.45,1967.18,1967.18,1967.18
2018-01-23,08 - 09,764.47,518.69,518.69,518.69,518.69,1476.02,502.07,518.69,502.07,502.07,502.07,518.69,518.69,356.71,1476.02,1476.02,1476.02
2018-01-23,09 - 10,613.01,499.51,499.51,499.51,499.51,984.28,439.03,499.51,411.2,411.2,411.2,499.51,499.51,356.91,984.28,984.28,984.28
2018-01-23,10 - 11,549.67,462.63,462.63,462.63,462.63,1662.49,360.35,462.63,352.58,352.58,352.58,462.63,462.63,356.81,1662.49,1662.49,1662.49
2018-01-23,11 - 12,461.85,431.06,431.06,431.06,431.06,1190.42,330.94,431.06,330.94,330.94,330.94,431.06,431.06,369.6,1190.42,1190.42,1190.42
2018-01-23,12 - 13,418.77,393.99,393.99,393.99,393.99,666.71,323.96,393.99,323.96,323.96,323.96,393.99,393.99,357.5,666.71,666.71,666.71
2018-01-23,13 - 14,402.64,366.65,366.65,366.65,366.65,669.76,323.08,366.65,323.08,323.08,323.08,366.65,366.65,357.5,669.76,669.76,669.76
2018-01-23,14 - 15,385.63,359.86,359.86,359.86,359.86,585.37,321.21,359.86,321.21,321.21,321.21,359.86,359.86,359.86,585.37,585.37,585.37
2018-01-23,15 - 16,384.94,359.96,359.96,359.96,359.96,900.68,320.52,359.96,320.52,320.52,320.52,359.96,359.96,357.5,900.68,900.68,900.68
2018-01-23,16 - 17,409.82,339.7,339.7,339.7,339.7,1662.29,331.14,339.7,331.14,331.14,331.14,339.7,339.7,328.58,1662.29,1662.29,1662.29
2018-01-23,17 - 18,461.45,364.09,364.09,364.09,364.09,984.08,364.09,364.09,364.09,364.09,364.09,364.09,364.09,318.06,984.08,984.08,984.08
2018-01-23,18 - 19,364.87,324.45,324.45,324.45,324.45,583.7,324.45,324.45,324.45,324.45,324.45,324.45,324.45,324.45,583.7,583.7,583.7
2018-01-23,19 - 20,324.45,321.5,321.5,321.5,321.5,439.62,321.5,321.5,315.31,315.31,315.31,321.5,321.5,321.5,439.62,439.62,439.62
2018-01-23,20 - 21,307.54,304.78,304.78,304.78,304.78,304.78,304.78,304.78,304.19,304.19,304.19,304.78,304.78,304.78,304.78,304.78,401.85
2018-01-23,21 - 22,292.59,291.31,291.31,291.31,291.31,331.53,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,331.53,354.25,354.25
2018-01-23,22 - 23,283.05,282.46,282.46,282.46,282.46,290.42,275.67,275.67,282.46,282.46,282.46,282.46,282.46,282.46,290.42,290.42,290.42
2018-01-23,23 - 00,276.16,276.46,276.46,276.46,276.46,276.46,134.15,134.15,276.46,276.46,276.46,276.46,276.46,276.46,276.46,285.51,285.51
2018-01-24,00 - 01,268.27,267.48,267.48,267.48,267.48,267.48,132.56,132.56,267.48,267.48,267.48,271.52,271.52,271.52,267.48,267.48,267.48
2018-01-24,01 - 02,262.16,265.12,265.12,265.12,265.12,265.12,110.4,110.4,265.12,265.12,265.12,266.1,266.1,266.1,265.12,265.12,265.12
2018-01-24,02 - 03,253.4,248.28,248.28,248.28,248.28,248.28,101.83,101.83,259.01,259.01,259.01,264.63,264.63,264.63,248.28,248.28,248.28
2018-01-24,03 - 04,250.05,252.32,252.32,252.32,252.32,252.32,91.2,91.2,253.01,253.01,253.01,260.59,260.59,260.59,252.32,252.32,252.32
2018-01-24,04 - 05,255.96,255.17,255.17,255.17,255.17,255.17,110.6,110.6,255.17,255.17,255.17,261.67,261.67,261.67,255.17,255.17,255.17
2018-01-24,05 - 06,269.85,269.75,269.75,269.75,269.75,269.75,164.86,164.86,269.75,269.75,269.75,269.75,269.75,269.75,269.75,269.75,269.75
2018-01-24,06 - 07,285.01,283.93,283.93,283.93,283.93,340.16,283.93,283.93,283.93,281.27,283.93,283.93,283.93,283.93,340.16,340.16,340.16
2018-01-24,07 - 08,316.92,314.56,314.56,314.56,314.56,375.03,403.0,403.0,314.56,304.61,304.61,314.56,314.56,304.61,375.03,375.03,375.03
2018-01-24,08 - 09,325.79,318.99,318.99,318.99,318.99,411.17,318.99,318.99,318.99,318.99,318.99,318.99,318.99,303.72,411.17,411.17,411.17
2018-01-24,09 - 10,318.5,313.97,313.97,313.97,313.97,375.13,313.97,313.97,313.97,313.97,313.97,313.97,313.97,305.5,375.13,375.13,375.13
2018-01-24,10 - 11,304.41,301.07,301.07,301.07,301.07,374.44,301.07,301.07,301.07,301.07,301.07,301.07,301.07,301.07,374.44,374.44,374.44
2018-01-24,11 - 12,297.03,294.47,294.47,294.47,294.47,360.75,294.47,294.47,294.47,294.47,294.47,294.47,294.47,294.47,360.75,360.75,360.75
2018-01-24,12 - 13,296.04,293.68,293.68,293.68,293.68,374.93,293.68,293.68,293.68,293.68,293.68,293.68,293.68,293.68,374.93,374.93,374.93
2018-01-24,13 - 14,291.12,289.54,289.54,289.54,289.54,374.24,286.19,289.54,289.54,286.19,289.54,289.54,289.54,289.54,374.24,374.24,374.24
2018-01-24,14 - 15,290.13,289.15,289.15,289.15,289.15,402.5,283.93,283.93,289.15,283.93,289.15,289.15,289.15,289.15,402.5,402.5,402.5
2018-01-24,15 - 16,290.63,289.05,289.05,289.05,289.05,430.18,282.94,282.94,289.05,282.94,289.05,289.05,289.05,289.05,430.18,430.18,430.18
2018-01-24,16 - 17,292.2,288.85,288.85,288.85,288.85,460.31,285.6,288.85,288.85,285.6,288.85,288.85,288.85,288.85,460.31,460.31,460.31
2018-01-24,17 - 18,296.14,292.5,292.5,292.5,292.5,414.52,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,414.52,414.52,414.52
2018-01-24,18 - 19,291.02,288.26,288.26,288.26,288.26,411.56,288.26,288.26,288.26,287.08,288.26,288.26,288.26,288.26,411.56,411.56,411.56
2018-01-24,19 - 20,284.22,286.0,286.0,286.0,286.0,297.72,279.4,279.4,286.0,280.68,286.0,286.0,286.0,286.0,297.72,297.72,297.72
2018-01-24,20 - 21,279.79,280.19,280.19,280.19,280.19,280.19,246.8,246.8,280.19,280.19,280.19,280.19,280.19,280.19,280.19,280.19,280.19
2018-01-24,21 - 22,276.44,277.23,277.23,277.23,277.23,277.23,179.83,179.83,277.23,277.23,277.23,277.43,277.43,277.43,277.23,277.23,277.23
2018-01-24,22 - 23,267.48,246.6,246.6,246.6,246.6,246.6,162.4,162.4,271.42,271.42,271.42,275.76,275.76,275.76,246.6,246.6,246.6
2018-01-24,23 - 00,251.13,153.54,153.54,153.54,153.54,153.54,116.51,116.51,268.07,268.07,268.07,273.98,273.98,273.98,153.54,153.54,153.54
2018-01-25,00 - 01,257.66,214.07,214.07,214.07,214.07,214.07,46.44,46.44,267.4,267.4,267.4,267.4,267.4,267.4,214.07,214.07,214.07
2018-01-25,01 - 02,248.11,155.93,155.93,155.93,155.93,155.93,53.62,53.62,263.76,263.76,263.76,263.76,263.76,263.76,155.93,155.93,155.93
2018-01-25,02 - 03,236.6,149.34,149.34,149.34,149.34,149.34,38.07,38.07,258.05,258.05,258.05,258.05,258.05,258.05,149.34,149.34,149.34
2018-01-25,03 - 04,235.03,175.12,175.12,175.12,175.12,175.12,46.14,46.14,250.38,250.38,250.38,257.36,257.36,257.36,175.12,175.12,175.12
2018-01-25,04 - 05,232.96,221.55,221.55,221.55,221.55,221.55,46.63,46.63,236.8,236.8,236.8,257.76,257.76,257.76,221.55,221.55,221.55
2018-01-25,05 - 06,256.67,255.79,255.79,255.79,255.79,265.63,137.63,137.63,255.79,255.79,255.79,265.33,265.33,265.33,265.63,265.63,265.63
2018-01-25,06 - 07,277.43,276.64,276.64,276.64,276.64,284.42,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,284.42,284.42,284.42
2018-01-25,07 - 08,303.99,297.11,297.11,297.11,297.11,382.5,388.4,388.4,297.11,297.11,297.11,297.11,297.11,297.11,382.5,382.5,382.5
2018-01-25,08 - 09,310.59,304.49,304.49,304.49,304.49,410.64,331.34,331.34,304.49,304.49,304.49,304.49,304.49,304.49,410.64,410.64,410.64
2018-01-25,09 - 10,309.5,304.58,304.58,304.58,304.58,403.85,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,403.85,403.85,403.85
2018-01-25,10 - 11,306.65,303.6,303.6,303.6,303.6,408.87,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,408.87,408.87,408.87
2018-01-25,11 - 12,304.09,299.96,299.96,299.96,299.96,410.54,299.96,299.96,299.96,299.96,299.96,299.96,299.96,299.96,410.54,410.54,410.54
2018-01-25,12 - 13,300.75,297.3,297.3,297.3,297.3,410.74,297.3,297.3,297.3,297.3,297.3,297.3,297.3,297.3,410.74,437.69,437.69
2018-01-25,13 - 14,301.04,297.99,297.99,297.99,297.99,410.24,297.99,297.99,297.99,297.99,297.99,297.99,297.99,297.99,410.24,410.24,410.24
2018-01-25,14 - 15,301.34,299.37,299.37,299.37,299.37,324.46,299.37,299.37,299.37,299.37,299.37,299.37,299.37,299.37,324.46,437.3,437.3
2018-01-25,15 - 16,305.57,303.5,303.5,303.5,303.5,411.03,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,411.03,437.2,437.2
2018-01-25,16 - 17,315.6,313.14,313.14,313.14,313.14,449.3,206.7,313.14,313.14,313.14,313.14,313.14,313.14,313.14,449.3,449.3,449.3
2018-01-25,17 - 18,356.73,328.39,328.39,328.39,449.1,449.1,434.94,449.1,328.39,328.39,328.39,328.39,328.39,307.93,449.1,449.1,449.1
2018-01-25,18 - 19,339.12,326.52,326.52,326.52,437.89,437.89,326.52,437.89,326.52,326.52,326.52,326.52,326.52,305.96,437.89,437.89,437.89
2018-01-25,19 - 20,316.59,316.19,316.19,316.19,316.19,316.19,316.19,316.19,316.19,316.19,316.19,316.19,316.19,305.37,316.19,354.46,354.46
2018-01-25,20 - 21,309.8,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,299.67,309.7,309.7,309.7
2018-01-25,21 - 22,302.32,302.22,302.22,302.22,302.22,302.22,302.22,302.22,302.22,302.22,302.22,302.22,302.22,299.37,302.22,302.22,302.22
2018-01-25,22 - 23,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29,292.29
2018-01-25,23 - 00,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11,285.11
2018-01-26,00 - 01,285.73,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3,287.3
2018-01-26,01 - 02,282.59,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45,284.45
2018-01-26,02 - 03,282.09,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96,283.96
2018-01-26,03 - 04,284.06,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53,285.53
2018-01-26,04 - 05,289.16,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94,289.94
2018-01-26,05 - 06,295.64,295.34,295.34,295.34,295.34,343.62,295.34,295.34,295.34,295.34,295.34,295.34,295.34,293.58,343.62,343.62,343.62
2018-01-26,06 - 07,315.16,306.23,306.23,306.23,382.18,441.93,382.18,382.18,306.23,306.23,306.23,306.23,306.23,295.44,441.93,441.93,441.93
2018-01-26,07 - 08,352.35,329.39,329.39,329.39,473.04,473.04,329.39,473.04,329.39,329.39,329.39,329.39,329.39,298.09,473.04,473.04,473.04
2018-01-26,08 - 09,389.34,349.11,349.11,349.11,504.24,504.24,363.14,504.24,349.11,349.11,349.11,349.11,349.11,301.92,504.24,504.24,504.24
2018-01-26,09 - 10,391.7,338.61,338.61,338.61,522.1,522.1,357.06,522.1,338.61,338.61,338.61,338.61,338.61,303.19,522.1,522.1,522.1
2018-01-26,10 - 11,391.4,348.62,348.62,348.62,517.29,517.29,348.62,517.29,348.62,348.62,348.62,348.62,348.62,301.52,517.29,517.29,517.29
2018-01-26,11 - 12,363.93,334.49,334.49,334.49,509.24,509.24,334.49,509.24,334.49,334.49,334.49,334.49,334.49,299.17,509.24,509.24,509.24
2018-01-26,12 - 13,336.85,327.23,327.23,327.23,480.98,480.98,327.23,480.98,327.23,327.23,327.23,327.23,327.23,298.09,480.98,480.98,480.98
2018-01-26,13 - 14,333.41,323.11,323.11,323.11,471.17,471.17,323.11,471.17,323.11,323.11,323.11,323.11,323.11,297.89,471.17,471.17,471.17
2018-01-26,14 - 15,333.31,322.03,322.03,322.03,468.82,468.82,322.03,468.82,322.03,322.03,322.03,322.03,322.03,297.99,468.82,468.82,468.82
2018-01-26,15 - 16,332.04,320.36,320.36,320.36,462.05,469.9,320.36,462.05,320.36,320.36,320.36,320.36,320.36,297.79,469.9,469.9,469.9
2018-01-26,16 - 17,350.29,329.09,329.09,329.09,462.05,532.6,329.09,462.05,329.09,329.09,329.09,329.09,329.09,297.4,532.6,532.6,532.6
2018-01-26,17 - 18,461.75,377.27,377.27,377.27,489.82,581.36,475.88,489.82,377.27,377.27,377.27,377.27,377.27,297.11,581.36,581.36,581.36
2018-01-26,18 - 19,410.73,345.48,345.48,345.48,517.48,562.72,462.15,517.48,345.48,345.48,345.48,345.48,345.48,296.81,517.48,517.48,517.48
2018-01-26,19 - 20,336.65,326.25,326.25,326.25,434.48,389.24,422.21,434.48,326.25,326.25,326.25,326.25,326.25,296.52,434.48,434.48,434.48
2018-01-26,20 - 21,315.75,318.4,318.4,318.4,318.4,318.4,325.46,325.46,318.4,318.4,318.4,318.4,318.4,296.13,318.4,318.4,318.4
2018-01-26,21 - 22,306.33,309.57,309.57,309.57,309.57,309.57,309.57,309.57,309.57,309.57,309.57,309.57,309.57,295.73,309.57,309.57,309.57
2018-01-26,22 - 23,299.07,300.74,300.74,300.74,300.74,300.74,300.74,300.74,300.74,300.74,300.74,300.74,300.74,295.34,300.74,300.74,300.74
2018-01-26,23 - 00,295.14,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,296.22,294.16,296.22,296.22,296.22
2018-01-27,00 - 01,300.86,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,296.06,302.04,302.04,302.04
2018-01-27,01 - 02,295.86,296.35,296.35,296.35,296.35,296.35,296.35,296.35,296.35,296.35,296.35,296.35,296.35,295.37,296.35,296.35,296.35
2018-01-27,02 - 03,294.0,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29,294.29
2018-01-27,03 - 04,293.8,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09,294.09
2018-01-27,04 - 05,295.86,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,296.45,295.07,296.45,296.45,296.45
2018-01-27,05 - 06,300.47,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,295.56,301.84,301.84,301.84
2018-01-27,06 - 07,300.47,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,301.64,296.15,301.64,301.64,301.64
2018-01-27,07 - 08,301.15,301.64,301.64,301.64,301.64,301.64,328.61,328.61,301.64,301.64,301.64,301.64,301.64,297.13,301.64,301.64,301.64
2018-01-27,08 - 09,309.59,309.39,309.39,309.39,364.99,309.39,372.64,372.64,309.39,309.39,309.39,309.39,309.39,298.02,364.99,364.99,364.99
2018-01-27,09 - 10,323.22,320.77,320.77,320.77,392.35,320.77,392.35,392.35,320.77,320.77,320.77,320.77,320.77,298.9,392.35,392.35,392.35
2018-01-27,10 - 11,337.05,336.85,336.85,336.85,372.94,336.85,372.94,372.94,336.85,336.85,336.85,336.85,336.85,308.02,372.94,372.94,372.94
2018-01-27,11 - 12,329.3,332.93,332.93,332.93,332.93,332.93,332.93,332.93,332.93,332.93,332.93,332.93,332.93,307.33,332.93,332.93,332.93
2018-01-27,12 - 13,319.2,321.36,321.36,321.36,321.36,321.36,321.36,321.36,321.36,321.36,321.36,321.36,321.36,302.33,321.36,321.36,321.36
2018-01-27,13 - 14,312.33,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,303.21,313.71,313.71,313.71
2018-01-27,14 - 15,307.14,308.51,308.51,308.51,308.51,308.51,308.51,308.51,308.51,308.51,308.51,308.51,308.51,306.45,308.51,308.51,308.51
2018-01-27,15 - 16,304.39,304.78,304.78,304.78,304.78,315.57,304.78,304.78,304.78,304.78,304.78,304.78,304.78,304.78,315.57,315.57,315.57
2018-01-27,16 - 17,308.8,306.84,306.84,306.84,306.84,365.09,306.84,306.84,306.84,306.84,306.84,306.84,306.84,306.55,365.29,365.29,365.29
2018-01-27,17 - 18,332.44,351.46,351.46,351.46,351.46,392.65,351.46,351.46,317.63,317.63,317.63,339.11,339.11,313.02,392.65,392.65,392.65
2018-01-27,18 - 19,316.26,319.98,319.98,319.98,319.98,363.72,319.98,319.98,309.29,309.29,309.29,319.98,319.98,319.98,363.72,363.72,363.72
2018-01-27,19 - 20,305.47,313.41,313.41,313.41,313.41,321.16,313.41,313.41,301.74,301.74,301.74,313.41,313.41,310.27,321.16,321.16,321.16
2018-01-27,20 - 21,292.82,294.19,294.19,294.19,294.19,294.19,273.5,294.19,294.19,290.56,294.19,294.19,294.19,294.19,321.36,321.36,321.36
2018-01-27,21 - 22,283.4,284.78,284.78,284.78,284.78,286.54,116.79,195.25,284.78,283.6,284.78,284.78,284.78,284.78,286.54,286.54,286.54
2018-01-27,22 - 23,280.46,281.35,281.35,281.35,281.35,281.35,107.67,107.67,281.35,281.35,281.35,281.35,281.35,281.35,281.35,281.35,281.35
2018-01-27,23 - 00,274.68,276.83,276.83,276.83,276.83,276.83,0.98,0.98,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83,276.83
2018-01-28,00 - 01,273.8,275.95,275.95,275.95,275.95,275.95,-0.39,-0.39,275.95,275.95,275.95,275.95,275.95,275.95,275.95,275.95,275.95
2018-01-28,01 - 02,266.27,271.16,271.16,271.16,271.16,271.16,-117.58,-117.58,271.16,271.16,271.16,271.16,271.16,271.16,271.16,271.16,271.16
2018-01-28,02 - 03,247.58,262.94,262.94,262.94,262.94,262.94,-146.73,-146.73,262.94,262.94,262.94,262.94,262.94,262.94,262.94,262.94,262.94
2018-01-28,03 - 04,250.03,260.1,260.1,260.1,260.1,260.1,-119.24,-119.24,264.9,264.9,264.9,264.9,264.9,264.9,260.1,260.1,260.1
2018-01-28,04 - 05,253.94,261.38,261.38,261.38,261.38,261.38,-89.41,-89.41,261.38,261.38,261.38,261.38,261.38,261.38,261.38,261.38,261.38
2018-01-28,05 - 06,264.11,264.99,264.99,264.99,264.99,264.99,0.39,0.39,265.29,265.29,265.29,265.29,265.29,265.29,264.99,264.99,264.99
2018-01-28,06 - 07,264.99,268.32,268.32,268.32,268.32,268.32,-2.45,-2.45,268.32,268.32,268.32,268.32,268.32,268.32,268.32,268.32,268.32
2018-01-28,07 - 08,267.54,269.01,269.01,269.01,269.01,269.01,20.44,20.44,269.01,269.01,269.01,269.01,269.01,269.01,269.01,269.01,269.01
2018-01-28,08 - 09,272.23,272.82,272.82,272.82,272.82,272.82,101.15,101.15,272.82,272.82,272.82,272.82,272.82,272.82,272.82,272.82,272.82
2018-01-28,09 - 10,273.6,274.58,274.58,274.58,274.58,274.58,113.96,113.96,274.58,274.58,274.58,274.58,274.58,274.58,274.58,274.58,274.58
2018-01-28,10 - 11,280.06,280.55,280.55,280.55,280.55,280.55,137.34,137.34,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55
2018-01-28,11 - 12,280.45,281.04,281.04,281.04,281.04,281.04,114.35,114.35,281.04,281.04,281.04,281.04,281.04,281.04,281.04,281.04,281.04
2018-01-28,12 - 13,279.86,280.45,280.45,280.45,280.45,280.45,113.86,113.86,280.45,280.45,280.45,280.45,280.45,280.45,280.45,280.45,280.45
2018-01-28,13 - 14,277.03,279.08,279.08,279.08,279.08,279.08,61.82,61.82,279.08,279.08,279.08,279.08,279.08,279.08,279.08,279.08,279.08
2018-01-28,14 - 15,273.8,275.75,275.75,275.75,275.75,275.75,100.95,100.95,275.75,275.75,275.75,275.75,275.75,275.75,275.75,275.75,275.75
2018-01-28,15 - 16,278.2,279.57,279.57,279.57,279.57,279.57,98.7,98.7,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57
2018-01-28,16 - 17,281.13,281.92,281.92,281.92,281.92,281.92,105.65,281.92,281.92,281.92,281.92,281.92,281.92,281.92,291.89,291.89,291.89
2018-01-28,17 - 18,285.73,286.12,286.12,286.12,286.12,286.12,286.12,286.12,286.12,286.12,286.12,286.12,286.12,286.12,291.5,291.5,291.5
2018-01-28,18 - 19,286.12,286.71,286.71,286.71,286.71,286.71,263.14,286.71,286.71,286.71,286.71,286.71,286.71,286.71,286.71,286.71,286.71
2018-01-28,19 - 20,283.38,283.97,283.97,283.97,283.97,283.97,260.89,283.97,283.97,283.97,283.97,283.97,283.97,283.97,285.63,285.63,285.63
2018-01-28,20 - 21,281.62,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72,281.72
2018-01-28,21 - 22,279.47,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57,279.57
2018-01-28,22 - 23,273.31,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5,273.5
2018-01-28,23 - 00,269.69,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79,269.79
2018-01-29,00 - 01,270.57,270.67,270.67,270.67,270.67,270.67,230.95,230.95,270.67,270.67,270.67,270.67,270.67,270.67,270.67,270.67,270.67
2018-01-29,01 - 02,265.09,263.14,263.14,263.14,263.14,263.14,227.24,227.24,264.02,264.02,264.02,267.83,267.83,267.83,263.14,263.14,263.14
2018-01-29,02 - 03,257.56,255.8,255.8,255.8,255.8,255.8,1.08,1.08,255.8,255.8,255.8,265.58,265.58,265.58,255.8,255.8,255.8
2018-01-29,03 - 04,264.8,268.32,268.32,268.32,268.32,268.32,-42.75,-42.75,268.32,268.32,268.32,268.32,268.32,268.32,268.32,268.32,268.32
2018-01-29,04 - 05,269.2,271.35,271.35,271.35,271.35,271.35,-97.92,-97.92,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35
2018-01-29,05 - 06,278.98,279.37,279.37,279.37,279.37,297.08,-8.8,-8.8,279.37,279.37,279.37,279.37,279.37,279.37,297.08,297.08,297.08
2018-01-29,06 - 07,293.36,291.21,291.21,291.21,291.21,410.94,121.59,121.59,291.21,282.6,291.21,291.21,291.21,291.21,410.94,410.94,410.94
2018-01-29,07 - 08,309.11,301.09,301.09,301.09,301.09,409.67,296.69,301.09,301.09,296.69,301.09,301.09,301.09,301.09,409.67,409.67,409.67
2018-01-29,08 - 09,309.01,302.26,302.26,302.26,302.26,411.33,298.25,302.26,302.26,298.25,302.26,302.26,302.26,302.26,411.33,411.33,411.33
2018-01-29,09 - 10,304.32,299.33,299.33,299.33,299.33,411.53,293.17,299.33,299.33,293.17,299.33,299.33,299.33,299.33,411.53,411.53,411.53
2018-01-29,10 - 11,303.54,298.94,298.94,298.94,298.94,426.89,291.21,298.94,298.94,291.21,298.94,298.94,298.94,298.94,426.89,426.89,426.89
2018-01-29,11 - 12,303.14,298.55,298.55,298.55,298.55,426.3,290.72,298.55,298.55,290.72,298.55,298.55,298.55,298.55,426.3,426.3,426.3
