,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
2013-05-30,14 - 15,333.54,334.23,334.23,334.23,334.23,334.23,334.23,334.23,334.23,334.23,332.77,334.23,334.23,334.23,379.63,379.63,396.17,396.17
2013-05-30,15 - 16,329.41,330.18,330.18,330.18,330.18,330.18,330.18,330.18,330.18,330.18,330.18,330.18,330.18,330.18,379.37,379.37,396.17,396.17
2013-05-30,16 - 17,325.53,325.36,325.36,325.36,325.36,325.36,325.36,325.36,325.36,325.36,325.36,325.36,325.36,325.36,379.11,379.11,396.08,396.08
2013-05-30,17 - 18,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,329.92,379.11,395.99,395.99
2013-05-30,18 - 19,336.47,343.88,343.88,343.88,343.88,343.88,343.88,343.88,334.75,334.75,334.75,343.88,343.88,343.88,343.88,379.28,395.91,395.91
2013-05-30,19 - 20,338.71,354.47,354.47,354.47,354.47,354.47,354.47,354.47,333.63,333.63,333.63,348.62,348.62,348.62,354.47,379.11,395.91,395.91
2013-05-30,20 - 21,333.89,335.95,335.95,335.95,335.95,335.95,335.95,335.95,333.2,333.2,333.2,335.95,335.95,335.95,335.95,379.11,395.82,395.82
2013-05-30,21 - 22,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,395.48,395.48
2013-05-30,22 - 23,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,311.49,343.97,343.97
2013-05-30,23 - 00,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,269.88,309.59,309.59
2013-05-31,00 - 01,254.7,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,250.33,275.21,275.21
2013-05-31,01 - 02,229.04,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,223.55,226.38,226.38,275.38,275.38
2013-05-31,02 - 03,217.89,205.96,205.96,205.96,205.96,205.96,205.96,205.96,205.96,205.96,205.96,205.96,205.96,205.96,224.15,224.15,275.38,275.38
2013-05-31,03 - 04,231.36,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,224.84,274.78,274.78
2013-05-31,04 - 05,236.94,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,236.77,236.77,308.08,308.08
2013-05-31,05 - 06,274.78,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,269.12,342.83,342.83
2013-05-31,06 - 07,318.81,312.54,312.54,312.54,312.54,378.19,312.54,312.54,312.54,312.54,312.54,312.54,312.54,312.54,378.19,378.19,394.32,394.32
2013-05-31,07 - 08,345.15,342.92,342.92,342.92,342.92,437.75,342.92,342.92,334.42,334.42,334.42,342.92,342.92,342.92,437.75,437.75,394.41,394.41
2013-05-31,08 - 09,351.5,350.9,350.9,350.9,350.9,472.07,350.9,350.9,338.46,338.46,338.46,350.9,350.9,350.9,472.07,472.07,394.5,394.5
2013-05-31,09 - 10,355.11,357.85,357.85,357.85,357.85,472.25,357.85,357.85,338.37,338.37,338.37,357.85,357.85,354.25,472.25,472.25,394.5,394.5
2013-05-31,10 - 11,351.07,350.82,350.82,350.82,350.82,472.07,350.82,350.82,336.31,336.31,336.31,350.82,350.82,350.82,472.07,472.07,394.5,394.5
2013-05-31,11 - 12,355.62,374.24,374.24,374.24,374.24,461.35,374.24,374.24,334.6,334.6,334.6,374.24,374.24,350.99,461.35,461.35,394.5,394.5
2013-05-31,12 - 13,350.82,351.76,351.76,351.76,351.76,455.34,351.76,351.76,335.88,335.88,335.88,351.76,351.76,347.9,472.07,472.07,394.5,394.5
2013-05-31,13 - 14,335.11,332.88,332.88,332.88,332.88,391.24,332.88,332.88,332.88,332.88,332.88,332.88,332.88,332.88,391.24,391.24,394.41,394.41
2013-05-31,14 - 15,328.42,326.53,326.53,326.53,326.53,378.19,326.53,326.53,326.53,326.53,326.53,326.53,326.53,326.53,378.19,378.19,394.41,394.41
2013-05-31,15 - 16,322.15,320.27,320.27,320.27,320.27,342.49,320.27,320.27,320.27,320.27,320.27,320.27,320.27,320.27,342.49,342.49,394.32,394.32
2013-05-31,16 - 17,317.69,315.8,315.8,315.8,315.8,317.43,315.8,315.8,315.8,315.8,315.8,315.8,315.8,315.8,317.43,317.43,394.32,394.32
2013-05-31,17 - 18,317.69,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,316.06,394.32,394.32
2013-05-31,18 - 19,318.55,314.43,314.43,314.43,314.43,361.54,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,361.54,377.68,394.24,394.24
2013-05-31,19 - 20,318.63,316.32,316.32,316.32,316.32,319.75,316.32,316.32,316.32,316.32,316.32,316.32,316.32,316.32,319.75,319.75,394.15,394.15
2013-05-31,20 - 21,319.58,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,317.26,394.15,394.15
2013-05-31,21 - 22,318.55,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,316.75,378.36,378.36
2013-05-31,22 - 23,312.71,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,342.49,342.49
2013-05-31,23 - 00,283.79,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,282.16,283.45,180.99,180.99
2013-06-01,00 - 01,293.46,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,291.31,154.68,154.68
2013-06-01,01 - 02,285.81,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,282.72,160.09,160.09
2013-06-01,02 - 03,266.82,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,264.67,160.69,160.69
2013-06-01,03 - 04,258.05,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,255.39,158.63,158.63
2013-06-01,04 - 05,240.09,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,246.88,246.88,159.23,159.23
2013-06-01,05 - 06,232.7,224.11,224.11,224.11,224.11,224.11,224.11,224.11,224.11,224.11,224.11,224.11,224.11,224.11,257.97,257.97,180.89,180.89
2013-06-01,06 - 07,279.71,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,276.01,191.28,191.28
2013-06-01,07 - 08,287.87,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,285.29,202.11,202.11
2013-06-01,08 - 09,310.21,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.58,308.58,308.58,308.67,308.67,308.67,308.67,308.67,208.81,208.81
2013-06-01,09 - 10,317.43,310.64,310.64,310.64,310.64,435.76,310.64,318.29,310.64,310.64,310.64,310.64,310.64,310.64,435.76,435.76,213.11,213.11
2013-06-01,10 - 11,326.8,317.78,317.78,317.78,317.78,439.89,317.78,343.99,317.78,317.78,317.78,317.78,317.78,317.78,439.89,439.89,243.45,243.45
2013-06-01,11 - 12,327.06,319.07,319.07,319.07,319.07,429.23,319.07,352.15,319.07,319.07,319.07,319.07,319.07,319.07,429.23,429.23,206.75,206.75
2013-06-01,12 - 13,314.6,305.83,305.83,305.83,305.83,439.46,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,439.46,439.46,202.89,202.89
2013-06-01,13 - 14,297.67,287.61,287.61,287.61,287.61,455.78,287.61,287.61,287.61,287.61,287.61,287.61,287.61,287.61,455.78,455.78,195.15,195.15
2013-06-01,14 - 15,286.93,283.83,283.83,283.83,283.83,350.86,283.83,283.83,283.83,283.83,283.83,283.83,283.83,283.83,350.86,350.86,186.04,186.04
2013-06-01,15 - 16,284.26,279.97,279.97,279.97,279.97,378.1,279.97,279.97,279.97,279.97,279.97,279.97,279.97,279.97,378.1,378.1,182.86,182.86
2013-06-01,16 - 17,284.61,282.29,282.29,282.29,282.29,378.53,282.29,282.29,282.29,282.29,282.29,282.29,282.29,282.29,378.53,378.53,195.67,195.67
2013-06-01,17 - 18,289.59,284.69,284.69,284.69,284.69,378.53,284.69,284.69,284.69,284.69,284.69,284.69,284.69,284.69,378.53,378.53,211.56,211.56
2013-06-01,18 - 19,288.99,284.61,284.61,284.61,284.61,378.44,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,378.44,378.44,361.09,361.09
2013-06-01,19 - 20,287.1,284.61,284.61,284.61,284.61,350.6,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,350.6,350.6,361.0,361.0
2013-06-01,20 - 21,283.66,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,283.15,361.17,361.17
2013-06-01,21 - 22,278.51,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,286.41,286.41
2013-06-01,22 - 23,278.85,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,278.33,361.26,361.26
2013-06-01,23 - 00,267.08,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,266.99,344.07,344.07
2013-06-02,00 - 01,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,279.2,258.42,258.42
2013-06-02,01 - 02,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,253.1,463.62,463.62
2013-06-02,02 - 03,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,239.28,240.57,240.57,463.62,463.62
2013-06-02,03 - 04,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,240.39,240.39,463.62,463.62
2013-06-02,04 - 05,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,184.07,240.39,240.39,463.7,463.7
2013-06-02,05 - 06,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,183.13,214.64,214.64,463.79,463.79
2013-06-02,06 - 07,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,217.13,218.33,218.33,472.98,472.98
2013-06-02,07 - 08,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,230.26,480.87,480.87
2013-06-02,08 - 09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,261.09,480.96,480.96
2013-06-02,09 - 10,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,278.77,480.96,480.96
2013-06-02,10 - 11,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,278.08,480.96,480.96
2013-06-02,11 - 12,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,282.89,480.96,480.96
2013-06-02,12 - 13,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,283.66,480.87,480.87
2013-06-02,13 - 14,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,282.81,480.87,480.87
2013-06-02,14 - 15,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,278.43,480.87,480.87
2013-06-02,15 - 16,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,273.79,480.87,480.87
2013-06-02,16 - 17,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,274.65,480.87,480.87
2013-06-02,17 - 18,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,278.86,480.87,480.87
2013-06-02,18 - 19,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,282.98,480.87,480.87
2013-06-02,19 - 20,285.81,285.73,285.73,285.73,285.73,288.56,285.73,285.73,285.73,285.73,285.73,285.73,285.73,285.73,288.56,288.56,480.87,480.87
2013-06-02,20 - 21,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,286.07,480.96,480.96
2013-06-02,21 - 22,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,285.21,480.79,480.79
2013-06-02,22 - 23,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,284.61,463.87,463.87
2013-06-02,23 - 00,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,279.8,463.7,463.7
2013-06-03,00 - 01,271.04,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32,266.32
2013-06-03,01 - 02,245.12,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,237.05,257.99,257.99,257.99
2013-06-03,02 - 03,235.93,224.25,224.25,224.25,224.25,224.25,224.25,224.25,224.25,224.25,224.25,224.25,224.25,224.25,230.86,257.91,257.91,257.91
2013-06-03,03 - 04,224.42,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,228.55,257.82,257.82,257.82
2013-06-03,04 - 05,247.95,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51,241.51
2013-06-03,05 - 06,279.37,270.44,270.44,270.44,270.44,350.37,270.44,270.44,270.44,270.44,270.44,270.44,270.44,270.44,350.37,350.37,350.37,350.37
2013-06-03,06 - 07,319.9,305.73,305.73,305.73,305.73,551.53,289.42,305.73,305.73,305.73,305.73,305.73,305.73,305.73,551.53,551.53,551.53,551.53
2013-06-03,07 - 08,343.33,347.8,347.8,347.8,347.8,514.53,335.86,347.8,319.55,319.55,319.55,347.8,347.8,347.8,514.53,514.53,514.53,514.53
2013-06-03,08 - 09,358.53,352.69,352.69,352.69,352.69,531.53,328.31,352.69,328.31,328.31,328.31,352.69,352.69,352.69,531.53,531.53,531.53,531.53
2013-06-03,09 - 10,359.9,352.69,352.69,352.69,352.69,548.27,328.82,352.69,328.82,328.82,328.82,352.69,352.69,352.69,548.27,548.27,548.27,548.27
2013-06-03,10 - 11,368.92,360.51,360.51,360.51,360.51,535.74,329.6,360.51,329.6,329.6,329.6,360.51,360.51,360.51,535.74,535.74,535.74,535.74
2013-06-03,11 - 12,375.62,372.35,372.35,372.35,372.35,508.0,329.6,372.35,329.6,329.6,329.6,372.35,372.35,372.35,508.0,508.0,508.0,508.0
2013-06-03,12 - 13,362.65,351.92,351.92,351.92,351.92,554.62,329.85,351.92,329.85,329.85,329.85,351.92,351.92,351.92,554.62,554.62,554.62,554.62
2013-06-03,13 - 14,351.15,337.24,337.24,337.24,337.24,522.77,329.17,337.24,329.17,329.17,329.17,337.24,337.24,337.24,522.77,522.77,522.77,522.77
2013-06-03,14 - 15,337.24,329.34,329.34,329.34,329.34,444.56,327.97,329.34,327.97,327.97,327.97,329.34,329.34,329.34,444.56,444.56,444.56,444.56
2013-06-03,15 - 16,332.34,329.08,329.08,329.08,329.08,389.61,326.59,329.08,326.59,326.59,326.59,329.08,329.08,329.08,389.61,389.61,389.61,389.61
2013-06-03,16 - 17,329.77,322.9,322.9,322.9,322.9,400.43,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,400.43,400.43,400.43,400.43
2013-06-03,17 - 18,327.19,320.15,320.15,320.15,320.15,378.19,320.15,320.15,320.15,320.15,320.15,320.15,320.15,320.15,378.19,378.19,378.19,378.19
2013-06-03,18 - 19,328.74,323.67,323.67,323.67,323.67,378.11,323.67,323.67,323.67,323.67,323.67,323.67,323.67,323.67,378.11,378.11,378.11,378.11
2013-06-03,19 - 20,332.09,329.94,329.94,329.94,329.94,378.36,327.79,329.94,327.79,327.79,327.79,329.94,329.94,329.94,378.36,378.36,378.36,378.36
2013-06-03,20 - 21,329.51,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,326.59,378.11,378.11,378.11
2013-06-03,21 - 22,328.91,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65,325.65
2013-06-03,22 - 23,325.3,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92,317.92
2013-06-03,23 - 00,299.38,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94,292.94
2013-06-04,00 - 01,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13,281.13
2013-06-04,01 - 02,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,274.19,275.05,275.05,275.05,275.05
2013-06-04,02 - 03,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,260.05,272.9,274.96,274.96,274.96
2013-06-04,03 - 04,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,254.82,265.28,274.79,274.79,274.79
2013-06-04,04 - 05,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,274.36,274.36,274.36
2013-06-04,05 - 06,280.79,278.22,278.22,278.22,278.22,333.57,278.22,278.22,278.22,278.22,278.22,278.22,278.22,278.22,333.57,333.57,333.57,333.57
2013-06-04,06 - 07,330.14,323.89,323.89,323.89,323.89,427.31,323.89,323.89,323.89,323.89,323.89,323.89,323.89,323.89,427.31,427.31,427.31,427.31
2013-06-04,07 - 08,355.5,350.96,350.96,350.96,350.96,514.19,350.96,350.96,334.42,334.42,334.42,350.96,350.96,350.96,514.19,514.19,514.19,514.19
2013-06-04,08 - 09,381.21,365.61,365.61,365.61,365.61,620.87,365.61,365.61,341.28,341.28,341.28,365.61,365.61,365.61,620.87,620.87,620.87,620.87
2013-06-04,09 - 10,377.87,360.13,360.13,360.13,360.13,633.89,360.13,360.13,340.59,340.59,340.59,360.13,360.13,360.13,633.89,633.89,633.89,633.89
2013-06-04,10 - 11,383.52,368.87,368.87,368.87,368.87,634.15,368.87,368.87,339.05,339.05,339.05,368.87,368.87,368.87,634.15,634.15,634.15,634.15
2013-06-04,11 - 12,377.35,361.24,361.24,361.24,361.24,582.39,361.24,361.24,336.91,336.91,336.91,361.24,361.24,361.24,582.39,582.39,582.39,582.39
2013-06-04,12 - 13,368.27,351.22,351.22,351.22,351.22,588.05,351.22,351.22,335.88,335.88,335.88,351.22,351.22,351.22,588.05,588.05,588.05,588.05
2013-06-04,13 - 14,365.53,350.88,350.88,350.88,350.88,627.46,350.88,350.88,334.34,334.34,334.34,350.88,350.88,350.88,627.46,627.46,627.46,627.46
2013-06-04,14 - 15,351.56,351.82,351.82,351.82,351.82,428.85,351.82,351.82,334.0,334.0,334.0,351.82,351.82,351.82,428.85,428.85,428.85,428.85
2013-06-04,15 - 16,350.1,355.67,355.67,355.67,355.67,385.75,355.67,355.67,333.4,333.4,333.4,355.67,355.67,355.67,385.75,385.75,385.75,385.75
2013-06-04,16 - 17,340.77,344.28,344.28,344.28,344.28,350.1,344.28,344.28,332.88,332.88,332.88,344.28,344.28,344.28,350.1,379.58,379.58,379.58
2013-06-04,17 - 18,340.77,343.34,343.34,343.34,343.34,343.34,343.34,343.34,333.65,333.65,333.65,343.34,343.34,343.34,343.34,362.27,362.27,362.27
2013-06-04,18 - 19,344.36,351.73,351.73,351.73,351.73,351.73,351.73,351.73,332.71,332.71,332.71,351.73,351.73,351.73,351.73,351.73,351.73,351.73
2013-06-04,19 - 20,350.79,371.53,371.53,371.53,371.53,371.53,371.53,371.53,331.77,331.77,331.77,371.53,371.53,371.53,371.53,371.53,371.53,371.53
2013-06-04,20 - 21,350.96,368.96,368.96,368.96,368.96,368.96,368.96,368.96,331.17,331.17,331.17,368.96,368.96,368.96,368.96,368.96,368.96,368.96
2013-06-04,21 - 22,342.31,356.96,356.96,356.96,356.96,356.96,356.96,356.96,330.74,330.74,330.74,356.96,356.96,356.96,356.96,356.96,356.96,356.96
2013-06-04,22 - 23,341.19,349.33,349.33,349.33,349.33,349.33,349.33,349.33,329.63,329.63,329.63,349.33,349.33,349.33,349.33,349.33,349.33,349.33
2013-06-04,23 - 00,312.83,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49,312.49
2013-06-05,00 - 01,307.97,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8,307.8
2013-06-05,01 - 02,302.4,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23,302.23
2013-06-05,02 - 03,295.37,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2,295.2
2013-06-05,03 - 04,292.89,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72,292.72
2013-06-05,04 - 05,293.23,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06,293.06
2013-06-05,05 - 06,311.49,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32,311.32
2013-06-05,06 - 07,344.23,348.35,348.35,348.35,348.35,442.12,348.35,348.35,326.06,326.06,326.06,348.35,348.35,348.35,442.12,442.12,442.12,442.12
2013-06-05,07 - 08,382.12,422.92,422.92,422.92,422.92,573.43,422.92,422.92,332.15,332.15,332.15,422.92,422.92,422.92,573.43,573.43,573.43,573.43
2013-06-05,08 - 09,428.49,500.75,500.75,500.75,500.75,636.86,513.86,500.75,337.29,337.29,337.29,500.75,500.75,500.75,636.86,636.86,636.86,636.86
2013-06-05,09 - 10,400.8,430.98,430.98,430.98,430.98,614.32,430.98,430.98,336.86,336.86,336.86,430.98,430.98,430.98,614.32,614.32,614.32,614.32
2013-06-05,10 - 11,376.55,366.43,366.43,366.43,366.43,642.95,366.43,366.43,336.17,336.17,336.17,366.43,366.43,366.43,642.95,642.95,642.95,642.95
2013-06-05,11 - 12,367.29,356.06,356.06,356.06,356.06,643.03,356.06,356.06,335.4,335.4,335.4,356.06,356.06,356.06,643.03,643.03,643.03,643.03
2013-06-05,12 - 13,364.72,360.35,360.35,360.35,360.35,609.95,360.35,360.35,331.55,331.55,331.55,360.35,360.35,360.35,609.95,609.95,609.95,609.95
2013-06-05,13 - 14,360.26,351.52,351.52,351.52,351.52,628.46,351.52,351.52,331.63,331.63,331.63,351.52,351.52,351.52,628.46,628.46,628.46,628.46
2013-06-05,14 - 15,345.43,347.4,347.4,347.4,347.4,412.12,347.4,347.4,331.29,331.29,331.29,347.4,347.4,347.4,412.12,412.12,412.12,412.12
2013-06-05,15 - 16,339.69,345.09,345.09,345.09,345.09,365.06,345.09,345.09,331.03,331.03,331.03,345.09,345.09,345.09,365.06,379.8,379.8,379.8
2013-06-05,16 - 17,336.0,338.49,338.49,338.49,338.49,352.03,338.49,338.49,330.6,330.6,330.6,338.49,338.49,338.49,352.03,352.03,352.03,352.03
2013-06-05,17 - 18,334.37,340.2,340.2,340.2,340.2,340.2,340.2,340.2,329.15,329.15,329.15,340.2,340.2,340.2,340.2,340.2,340.2,340.2
2013-06-05,18 - 19,344.92,359.23,359.23,359.23,359.23,359.23,359.23,359.23,328.03,328.03,328.03,359.23,359.23,359.23,359.23,359.23,359.23,359.23
2013-06-05,19 - 20,348.35,368.06,368.06,368.06,368.06,368.06,368.06,368.06,326.49,326.49,326.49,368.06,368.06,368.06,368.06,368.06,368.06,368.06
2013-06-05,20 - 21,340.2,353.4,353.4,353.4,353.4,353.4,353.4,353.4,325.63,325.63,325.63,353.4,353.4,353.4,353.4,353.4,353.4,353.4
2013-06-05,21 - 22,340.89,352.29,352.29,352.29,352.29,352.29,352.72,352.29,325.63,325.63,325.63,352.29,352.29,352.29,352.29,352.29,352.29,352.29
2013-06-05,22 - 23,326.92,331.03,331.03,331.03,331.03,331.03,331.03,331.03,323.92,323.92,323.92,331.03,331.03,331.03,331.03,331.03,331.03,331.03
2013-06-05,23 - 00,312.69,312.09,312.09,312.09,312.09,312.09,312.09,312.09,312.09,312.09,312.09,312.09,312.09,312.09,299.92,299.92,299.92,299.92
2013-06-06,00 - 01,324.94,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85,324.85
2013-06-06,01 - 02,317.88,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62,317.62
2013-06-06,02 - 03,307.47,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12,307.12
2013-06-06,03 - 04,305.23,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14,305.14
2013-06-06,04 - 05,309.45,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02,309.02
2013-06-06,05 - 06,327.6,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52,327.52
2013-06-06,06 - 07,343.78,346.19,346.19,346.19,346.19,516.49,436.72,346.19,332.51,332.51,332.51,346.19,346.19,346.19,516.49,516.49,516.49,516.49
2013-06-06,07 - 08,387.58,388.44,388.44,388.44,388.44,646.0,772.58,388.44,334.75,334.75,334.75,388.44,388.44,357.12,646.0,646.0,646.0,646.0
2013-06-06,08 - 09,389.22,378.38,378.38,378.38,378.38,774.22,772.76,378.38,334.75,334.75,334.75,378.38,378.38,361.59,774.22,774.22,774.22,774.22
